20201119_Oocyte3_after_red,20201119_Oocyte5_after_red,20201119_Oocyte7_after_red,20201120_Oocyte3_after_red,20201124_Oocyte1_after_red,20201126_Oocyte1_after_red,20201126_Oocyte3_after_red,20201127_Oocyte1_after_red,20201130_Oocyte3_after_red,20201203_Oocyte1_after_red,20201119_Oocyte3_after_green,20201119_Oocyte5_after_green,20201119_Oocyte7_after_green,20201120_Oocyte3_after_green,20201124_Oocyte1_after_green,20201126_Oocyte1_after_green,20201126_Oocyte3_after_green,20201127_Oocyte1_after_green,20201130_Oocyte3_after_green,20201203_Oocyte1_after_green
0.5074928281769345,0.5187810297288226,0.6888161784831528,0.5286494630889498,0.8184997561993006,0.9726781916344002,0.13917612395111,0.8578105845564853,0.42817395084706605,0.393927653129513,0.08202672779157032,0.4670386436410411,0.2289524419450173,0.1645587350500268,0.2979956213196439,0.4537251661190948,0.035713677121639045,0.2806284283933589,0.04101347962183438,0.1110701545978064
0.582579580824211,0.49889729275590333,0.7043381786043361,0.5108061844412137,0.7978215924447923,0.8314707967497414,0.2034243078484124,0.690860937571701,0.5177768418764513,0.6254916464137694,0.06650314429993158,0.45010639316894296,0.26584212246749533,0.20555914570672737,0.33394129274017537,0.3964451521442631,0.037550653165972066,0.2895768155555143,0.019643231299643807,0.21538806947937408
0.68072587788803,0.533617641668537,0.4738441030398379,0.5657966580426075,0.8075940792232928,1.0,0.2620693407935316,0.9064351253963359,0.6050919070197127,0.22534527765058557,0.15403011969373495,0.33581241960644737,0.3598268190338959,0.1297595589101364,0.23311497124346295,0.5107935420151976,0.03821637237560635,0.34815465754793107,0.053493082407918606,0.2653094050489332
0.5406234000536365,0.45293983192723536,0.4738817118703914,0.6859398650407663,0.5917537396981415,0.9740306484157709,0.12752009756300595,0.8019312587270478,0.5361473772874867,0.26146392244803635,0.18362479732225234,0.346429499986316,0.17964523252013,0.20753443627021836,0.29460437456247496,0.5366604183043423,0.06192892709011397,0.35470706011966924,0.09858283014914536,0.13344804880378117
0.4727044071157484,0.3815119959309997,0.5497324549582024,0.5499392936872352,0.5491994357917609,0.968051480612968,0.2265074972752461,0.6408356987865715,0.6288776882633442,0.25551915904492434,0.06947105869415063,0.2958687977229806,0.25954730121880476,0.1420697097707645,0.28609494461449764,0.49716136227736,0.1421344593757917,0.3684199096909258,0.17080960272259185,0.1169276806643002
0.37002340492966307,0.42344987778585425,0.5415943219023388,0.7113144126232269,0.7000410312599096,0.9434716693025027,0.2775424237428922,0.6714347211387393,0.7496297906449118,0.2967998465867501,0.0,0.3249644215769453,0.29537628167924174,0.24653090589594776,0.2039612301483809,0.406607139257856,0.10358409135576081,0.32325813368001555,0.22038356286151478,0.14241026474476384
0.44817189620563835,0.5845522143720542,0.527580853762241,0.5768412904295978,0.7064548650457992,0.6666739379396853,0.34055826652817484,0.7527473127795657,0.6527368320947731,0.4229313671390372,0.1395019137416755,0.25927946851309513,0.14994963342472695,0.24080240409256046,0.2152433667796798,0.45908834378086394,0.1120225935557019,0.3266689733748927,0.19592277948151413,0.1234654571835961
0.4580925794995577,0.4954460558910927,0.5731314157008517,0.45556919943694096,0.7143349128284631,0.7053912853792879,0.38534026218457285,1.0,0.6617060877362201,0.3880611617922729,0.18473279661339756,0.34745922165357546,0.24127524165949538,0.3045449191579313,0.2950230258191153,0.4132065520461703,0.1105230212746137,0.34943010312143985,0.12105309942411632,0.14687713101858335
0.5057821553664745,0.4960020427368557,0.5239432440959358,0.6476568745579502,0.8483730139335789,0.6637661558597374,0.35662191294550355,0.7396231445122579,0.644175146385534,0.49759117717273427,0.13591126730938333,0.3320133966446805,0.1972541877639241,0.30000700344760645,0.2061934649225154,0.3878788489575985,0.12970845815568502,0.3121960682689122,0.14830758681117706,0.13469294064228432
0.4537000918318421,0.5111475362575498,0.41953277296175845,0.7056607772711876,0.7596761599287126,0.6809489011288653,0.2792196880096416,0.7426823911946142,0.752300732267311,0.3245629483521768,0.15475884867445852,0.37750588412381236,0.26958726092554464,0.4357561017537272,0.3438713917065874,0.3990083244310963,0.08082921802985747,0.3375587595314589,0.07424585865127574,0.15128200402453623
