20220727_Exp3_position1_after_red,20220727_Exp3_position2_after_red,20220727_Exp5_position1_after_red,20220727_Exp5_position3_after_red,20220727_Exp7_position1_after_red,20220727_Exp7_position3_after_red,20220728_Exp2_position1_after_red,20220728_Exp4_position1_after_red,20220728_Exp4_position2_after_red,20220728_Exp4_position3_after_red,20220728_Exp6_position1_after_red,20220728_Exp6_position2_after_red,20220729_Exp2_position3_after_red,20220729_Exp5_position1_after_red,20220729_Exp7_position1_after_red,20220729_Exp7_position3_after_red,20220727_Exp3_position1_after_green,20220727_Exp3_position2_after_green,20220727_Exp5_position1_after_green,20220727_Exp5_position3_after_green,20220727_Exp7_position1_after_green,20220727_Exp7_position3_after_green,20220728_Exp2_position1_after_green,20220728_Exp4_position1_after_green,20220728_Exp4_position2_after_green,20220728_Exp4_position3_after_green,20220728_Exp6_position1_after_green,20220728_Exp6_position2_after_green,20220729_Exp2_position3_after_green,20220729_Exp5_position1_after_green,20220729_Exp7_position1_after_green,20220729_Exp7_position3_after_green
0.6024755246038518,0.5666252802410227,0.21533826598998196,0.7961169690278964,0.28080060140035956,0.7010509573375757,0.1676935229067937,0.11514130079793003,0.16322030372373636,0.5442511783168696,0.3828739853708211,0.8344907057742016,0.34158606770687017,0.30083938894534107,0.5524361894612331,0.8878658220745024,0.5576912074912479,0.07172653005339835,0.11802690276377206,0.17244799312542525,0.1652543364530122,0.11240406297192639,0.20734852977585363,0.09664265440532635,0.02466704040970324,0.07953482179173176,0.3275724564647728,0.46588601792340034,0.3943778924935976,0.25129672603370284,0.26856929101364685,0.3726401879494148
0.5879031444117192,0.4945364033823113,0.3442706625888565,0.8845043854692762,0.3197248542040291,0.7528689927318842,0.16112098472880432,0.16821427563433236,0.17645100894528948,0.5239179954441918,0.44235054473627333,0.7338575676620493,0.15146987789397914,0.2990589963196679,0.49102934201511805,0.8002681616091847,0.457041407451016,0.049899593811328045,0.12358521202591079,0.19684915320992544,0.10586413120948374,0.08374880186460895,0.12246302128615033,0.11828118456729231,0.11396637322787742,0.016404535779361625,0.23941526515516678,0.5010728120154944,0.22622856578771605,0.23411777546826804,0.21526097502323122,0.33933618075386157
0.5089047317569989,0.4439841593946206,0.46301544947899964,0.9898121506619492,0.35128811028409984,0.5712869194064698,0.24404620853080655,0.30367676409278366,0.33422092781360496,0.4548320614159397,0.5512669362056722,0.8977872535098812,0.30724585584674796,0.25058279039185793,0.4126327007418948,0.6948676997453267,0.5033671121085005,0.09143809045684848,0.16398721520501744,0.1758709585019161,0.10140694045235744,0.13750456842990788,0.27319626211272424,0.14261633538770016,0.06718788668515233,0.02423107158425766,0.3025380577197794,0.464722004886454,0.2682492030218388,0.19565495935422247,0.20821297200689895,0.24898628224851194
0.5162377164248944,0.3397315570514827,0.4701198029703827,0.7879892905884092,0.3807295314773046,0.3182920936600299,0.1880430489731444,0.2586072728885522,0.3502142708550032,0.534131824527886,0.7778432764420846,0.8196570609789253,0.44436705945788046,0.28668590800023847,0.3984359903735235,0.8479383390167041,0.44549781400696487,0.12223768883209342,0.11766797135385523,0.3594829746858108,0.10457697111017025,0.17345897377548772,0.13311473333294954,0.1688782481060205,0.029654489714491604,0.04720544702086382,0.36318063504027026,0.48808866659306593,0.3198364815664319,0.24071174005685114,0.1265671712688485,0.2784197307565648
0.6313688788571111,0.4356225322608166,0.41378294374198504,0.6745103834351832,0.4275253555420424,0.31824679377478954,0.1856865455502906,0.11186329969316663,0.3273725816517588,0.4874435335159861,0.7882935711860739,0.7130464430758349,0.2918075510272857,0.4397356309079576,0.5671042692602722,0.697937799456122,0.475688324822509,0.24701063392816355,0.1153981574854285,0.2741952808908301,0.18121937675920718,0.21834336663977275,0.19785699068982804,0.15400982204418603,0.07775117804815276,0.0,0.37180661332304965,0.546274918279084,0.25074762067904166,0.21974345467746684,0.22511155379668796,0.3460598941310047
0.6627597786892017,0.44970078202691555,0.3970843932458842,0.7868983562096343,0.4991982183770908,0.3977279590891693,0.08963270142180066,0.20267965502364746,0.441472852090702,0.5667572929678892,0.5671028671954561,0.590911641195842,0.31840801608609137,0.38146513077560174,0.6134185116437033,0.6326158976129838,0.4922885842996052,0.2119665921226778,0.09021484608679334,0.16126248702065868,0.1662415137853781,0.2080238868546443,0.27593979767504817,0.10356292326369336,0.1643105703621778,0.0973219057277259,0.31447464133283043,0.4305072216808824,0.2952506489057157,0.1879695144810951,0.3101477586816013,0.321364500955967
0.7259397909842462,0.5992362144954486,0.3317716481519132,0.6499013378071796,0.3925933337951597,0.7197648432623973,0.12121511321748259,0.10508553849131338,0.44660287081339684,0.6069267886447698,0.5208234313755743,0.5940233833830386,0.4001939617243868,0.18703942480936536,0.5392964006113165,0.7537094790003018,0.5675111052875379,0.22085253982018185,0.09277864187191306,0.09883275448458616,0.17455167469102809,0.09682657895281127,0.1905447343117557,0.11189177985423446,0.09745349677015393,0.10512473028455317,0.35549897899266447,0.4450513845755067,0.3006393245573789,0.19747725687276585,0.27527587855109126,0.3271199602868387
0.7008028480460969,0.6287578776413273,0.1865307765406938,0.9497865941115626,0.3740202228568057,0.5945408604964875,0.16143035808320153,0.05059733808569743,0.32322862492198934,0.6660613249635229,0.5326070183019044,0.7555879725338046,0.3705268045367578,0.19729055836870021,0.47732449540048866,0.9196162645141789,0.6110058151659375,0.13709552279676862,0.10213478729040873,0.1965448100540658,0.283704978650163,0.3492969789748792,0.05051790351276124,0.12295109704873339,0.05408162749940696,0.11034850062834808,0.37752951280860236,0.4552850991931107,0.38476479708268163,0.1994158207694454,0.3691651352450613,0.31154925562398333
0.8047143237266827,0.5895918043108579,0.3170483735097253,0.8640895696242145,0.4969506641317539,0.4898075258209353,0.2541304634017908,0.04825475673038658,0.4478219263573957,0.7182851684284558,0.6025215271133602,0.7595887839173416,0.331169049999439,0.18264608185536527,0.3595289819005842,1.0,0.6244207441419263,0.19244899822007208,0.058543422154613146,0.28233377492928524,0.18280013701340522,0.1954322596661076,0.07837069109459281,0.1405097987792239,0.16621716490653984,0.08634177392966551,0.35056922254454304,0.4525922690334133,0.31981035113493134,0.24970458848820407,0.3023397351209641,0.24294575319843284
0.8789892372484797,0.4433515943581092,0.4194265890388787,0.8558488860299563,0.42683005051865675,0.5948881596166627,0.21305292259083694,0.22226299003697303,0.3406864988558354,0.7699701528050421,0.5191938520416038,0.7485660522306581,0.26854337740533063,0.3413059628209615,0.3262198513868795,0.9411851987741173,0.7654020695420761,0.12046460681849284,0.12962551489565383,0.4091840022915248,0.16235237550183274,0.14922733196797616,0.36845711390422614,0.02410884618475741,0.0931024207437496,0.08292735420774318,0.23950728727553153,0.4845798272940658,0.3103424247879077,0.27669262491517277,0.36526112346474404,0.32158813323568897
